checkpoint_episode,scenario_id,policy,n_nodes,slots,update_probability,target_tx_ratio,matched_rate_probability,policy_probability,mean_VAoI,actual_tx_ratio,action_prob_mean,action_prob_std,action_prob_min,action_prob_p10,action_prob_p50,action_prob_p90,action_prob_max,action_prob_node_std_mean,action_prob_global_std,action_prob_per_node_mean_std,topology,model
250,u0.10_s00,matched_random,100,500,0.1,0.1,0.12184222787618637,0.12184222787618637,3.657090101010101,0.12086000000000001,0.12184224277734756,1.4901161193847656e-08,0.12184222787618637,0.12184222787618637,0.12184222787618637,0.12184222787618637,0.12184222787618637,1.4901161193847656e-08,1.4901161193847656e-08,7.450580596923828e-09,community,curvature
250,u0.10_s01,nn,100,500,0.1,0.1,0.12379619479179382,0.12379619479179382,2.7253276767676744,0.12444000000000001,0.12379619479179382,0.08547718822956085,0.022398918867111206,0.034032863378524784,0.10166873037815094,0.23806450366973875,0.42567896842956543,0.08455753326416016,0.08547718822956085,0.027136078104376793,community,curvature
250,u0.10_s01,matched_random,100,500,0.1,0.1,0.12379619479179382,0.12379619479179382,3.7282501010101003,0.12096,0.12379620969295502,1.4901161193847656e-08,0.12379619479179382,0.12379619479179382,0.12379619479179382,0.12379619479179382,0.12379619479179382,2.9802322387695312e-08,1.4901161193847656e-08,7.450580596923828e-09,community,curvature
250,u0.10_s02,nn,100,500,0.1,0.1,0.1271667629480362,0.1271667629480362,2.8392509090909086,0.12886,0.1271667629480362,0.08834455907344818,0.022386550903320312,0.03728868961334229,0.09862178564071655,0.2568426668643951,0.42572128772735596,0.08728598058223724,0.08834455907344818,0.02685566619038582,community,curvature
250,u0.10_s02,matched_random,100,500,0.1,0.1,0.1271667629480362,0.1271667629480362,3.8423208080808053,0.12818,0.1271667629480362,0.0,0.1271667629480362,0.1271667629480362,0.1271667629480362,0.1271667629480362,0.1271667629480362,0.0,0.0,0.0,community,curvature
250,u0.10_s03,nn,100,500,0.1,0.1,0.12286772578954697,0.12286772578954697,2.820798989898992,0.1234,0.12286772578954697,0.08688103407621384,0.022321045398712158,0.033611857891082765,0.0990964025259018,0.23455395996570585,0.4257212281227112,0.08587626367807388,0.08688103407621384,0.029589105397462845,community,curvature
250,u0.10_s03,matched_random,100,500,0.1,0.1,0.12286772578954697,0.12286772578954697,4.020055757575758,0.12378,0.12286771833896637,7.450580596923828e-09,0.12286772578954697,0.12286772578954697,0.12286772578954697,0.12286772578954697,0.12286772578954697,1.4901161193847656e-08,7.450580596923828e-09,7.450580596923828e-09,community,curvature
250,u0.10_s04,nn,100,500,0.1,0.1,0.12651212513446808,0.12651212513446808,2.581263232323232,0.12546,0.12651212513446808,0.08584948629140854,0.02242863178253174,0.036079078912734985,0.10020385682582855,0.2568089604377747,0.425613135099411,0.08487605303525925,0.08584948629140854,0.022295890375971794,community,curvature
250,u0.10_s04,matched_random,100,500,0.1,0.1,0.12651212513446808,0.12651212513446808,3.6182678787878793,0.1259,0.12651215493679047,2.9802322387695312e-08,0.12651212513446808,0.12651212513446808,0.12651212513446808,0.12651212513446808,0.12651212513446808,2.9802322387695312e-08,2.9802322387695312e-08,1.4901161193847656e-08,community,curvature
200,u0.10_s00,nn,100,500,0.1,0.1,0.12477068603038788,0.12477068603038788,2.936581616161617,0.12678,0.12477068603038788,0.08036261796951294,0.040541648864746094,0.0419361799955368,0.09475468099117279,0.2315990924835205,0.2319643199443817,0.07931457459926605,0.08036261796951294,0.007192007265985012,community,no_curvature
200,u0.10_s01,nn,100,500,0.1,0.1,0.12541837990283966,0.12541837990283966,2.9863822222222187,0.1268,0.12541837990283966,0.08051303029060364,0.04061369225382805,0.041911241412162785,0.09622202813625336,0.23165591061115265,0.23196455836296082,0.07947910577058792,0.08051303029060364,0.006565208546817303,community,no_curvature
