node,af3_min_edge,af3_min_curvature,af3_min_normalized_score,orc_min_edge,orc_min_curvature,rank_score_af3_min,rank_score_af3_normalized,rank_score_orc_min,scenario_id,topology_seed
13,5-13,-12.0,0.6666666666666666,5-13,-0.43162393162393187,12.0,0.6666666666666666,0.43162393162393187,auto_010,1240190483
14,14-34,-2.0,0.11764705882352941,14-34,-0.013888888888888618,2.0,0.11764705882352941,0.013888888888888618,auto_010,1240190483
15,15-34,-3.0,0.16666666666666666,15-34,-0.025000000000000133,3.0,0.16666666666666666,0.025000000000000133,auto_010,1240190483
16,16-44,-6.0,0.3333333333333333,12-16,-0.04861111111111094,6.0,0.3333333333333333,0.04861111111111094,auto_010,1240190483
17,12-17,2.0,0.0,17-21,0.24444444444444446,-2.0,0.0,-0.24444444444444446,auto_010,1240190483
18,18-47,-7.0,0.4375,18-47,-0.13131313131313127,7.0,0.4375,0.13131313131313127,auto_010,1240190483
19,19-41,-6.0,0.4,19-41,-0.12222222222222245,6.0,0.4,0.12222222222222245,auto_010,1240190483
20,4-20,-1.0,0.05263157894736842,4-20,0.06060606060606055,1.0,0.05263157894736842,-0.06060606060606055,auto_010,1240190483
21,0-21,-10.0,0.5263157894736842,8-21,-0.2658730158730156,10.0,0.5263157894736842,0.2658730158730156,auto_010,1240190483
22,22-26,-11.0,1.0,22-26,-0.5833333333333333,11.0,1.0,0.5833333333333333,auto_010,1240190483
23,15-23,0.0,-0.0,15-23,0.18333333333333324,-0.0,-0.0,-0.18333333333333324,auto_010,1240190483
24,16-24,-4.0,0.25,16-24,0.04166666666666663,4.0,0.25,-0.04166666666666663,auto_010,1240190483
25,12-25,2.0,0.0,21-25,0.24444444444444458,-2.0,0.0,-0.24444444444444458,auto_010,1240190483
26,22-26,-11.0,1.0,22-26,-0.5833333333333333,11.0,1.0,0.5833333333333333,auto_010,1240190483
27,27-34,-3.0,0.2,27-34,0.053571428571428714,3.0,0.2,-0.053571428571428714,auto_010,1240190483
28,2-28,-6.0,0.6666666666666666,2-28,-0.3928571428571428,6.0,0.6666666666666666,0.3928571428571428,auto_010,1240190483
29,6-29,-3.0,0.16666666666666666,29-34,0.06249999999999978,3.0,0.16666666666666666,-0.06249999999999978,auto_010,1240190483
30,22-30,-3.0,0.16666666666666666,4-30,0.07342657342657366,3.0,0.16666666666666666,-0.07342657342657366,auto_010,1240190483
31,1-31,-2.0,0.14285714285714285,1-31,0.025000000000000022,2.0,0.14285714285714285,-0.025000000000000022,auto_010,1240190483
32,32-34,-3.0,0.16666666666666666,32-34,-0.07499999999999996,3.0,0.16666666666666666,0.07499999999999996,auto_010,1240190483
33,13-33,4.0,0.0,13-33,0.22377622377622408,-4.0,0.0,-0.22377622377622408,auto_010,1240190483
34,6-34,-4.0,0.18181818181818182,32-34,-0.07499999999999996,4.0,0.18181818181818182,0.07499999999999996,auto_010,1240190483
35,34-35,-3.0,0.2,34-35,0.05357142857142849,3.0,0.2,-0.05357142857142849,auto_010,1240190483
36,6-36,-12.0,0.5714285714285714,6-36,-0.34415584415584366,12.0,0.5714285714285714,0.34415584415584366,auto_010,1240190483
37,1-37,-2.0,0.14285714285714285,1-37,0.025000000000000244,2.0,0.14285714285714285,-0.025000000000000244,auto_010,1240190483
38,3-38,-4.0,0.4,3-38,0.18181818181818188,4.0,0.4,-0.18181818181818188,auto_010,1240190483
39,4-39,-5.0,0.35714285714285715,4-39,-0.16233766233766223,5.0,0.35714285714285715,0.16233766233766223,auto_010,1240190483
40,3-40,0.0,-0.0,15-40,0.2499999999999999,-0.0,-0.0,-0.2499999999999999,auto_010,1240190483
41,41-55,-11.0,0.6470588235294118,41-55,-0.5227272727272725,11.0,0.6470588235294118,0.5227272727272725,auto_010,1240190483
42,41-42,-10.0,0.5263157894736842,41-42,-0.3076923076923077,10.0,0.5263157894736842,0.3076923076923077,auto_010,1240190483
43,6-43,-12.0,0.5714285714285714,6-43,-0.34415584415584366,12.0,0.5714285714285714,0.34415584415584366,auto_010,1240190483
44,16-44,-6.0,0.3333333333333333,16-44,0.017857142857142794,6.0,0.3333333333333333,-0.017857142857142794,auto_010,1240190483
45,10-45,-2.0,0.11764705882352941,10-45,-0.054545454545454675,2.0,0.11764705882352941,0.054545454545454675,auto_010,1240190483
46,41-46,-10.0,0.5263157894736842,41-46,-0.3076923076923077,10.0,0.5263157894736842,0.3076923076923077,auto_010,1240190483
47,18-47,-7.0,0.4375,6-47,-0.19805194805194826,7.0,0.4375,0.19805194805194826,auto_010,1240190483
48,47-48,-6.0,0.4,47-48,-0.09659090909090873,6.0,0.4,0.09659090909090873,auto_010,1240190483
49,47-49,-2.0,0.14285714285714285,47-49,0.06493506493506496,2.0,0.14285714285714285,-0.06493506493506496,auto_010,1240190483
50,50-75,-4.0,0.5714285714285714,50-75,-0.20000000000000018,4.0,0.5714285714285714,0.20000000000000018,auto_010,1240190483
51,51-52,-3.0,0.25,51-52,0.018181818181818188,3.0,0.25,-0.018181818181818188,auto_010,1240190483
52,52-68,-6.0,1.0,52-68,-0.6000000000000001,6.0,1.0,0.6000000000000001,auto_010,1240190483
53,53-86,-1.0,0.1,53-86,0.13333333333333353,1.0,0.1,-0.13333333333333353,auto_010,1240190483
54,54-80,-10.0,0.45454545454545453,54-80,-0.19999999999999996,10.0,0.45454545454545453,0.19999999999999996,auto_010,1240190483
55,41-55,-11.0,0.6470588235294118,41-55,-0.5227272727272725,11.0,0.6470588235294118,0.5227272727272725,auto_010,1240190483
56,56-92,-12.0,0.5,56-92,-0.32051282051282026,12.0,0.5,0.32051282051282026,auto_010,1240190483
57,57-76,-8.0,0.4,57-76,-0.11764705882352922,8.0,0.4,0.11764705882352922,auto_010,1240190483
58,56-58,-9.0,0.375,58-87,-0.1367521367521367,9.0,0.375,0.1367521367521367,auto_010,1240190483
59,59-77,-4.0,0.3076923076923077,59-77,0.08333333333333326,4.0,0.3076923076923077,-0.08333333333333326,auto_010,1240190483
60,60-66,-6.0,0.5,60-66,-0.2333333333333334,6.0,0.5,0.2333333333333334,auto_010,1240190483
61,61-79,-4.0,0.21052631578947367,61-62,0.026785714285714635,4.0,0.21052631578947367,-0.026785714285714635,auto_010,1240190483
62,62-85,-6.0,0.4,60-62,-0.15476190476190466,6.0,0.4,0.15476190476190466,auto_010,1240190483
63,54-63,-9.0,0.375,54-63,-0.12820512820512797,9.0,0.375,0.12820512820512797,auto_010,1240190483
64,64-89,-5.0,0.35714285714285715,64-89,-0.04166666666666652,5.0,0.35714285714285715,0.04166666666666652,auto_010,1240190483
65,65-88,-5.0,0.35714285714285715,65-71,0.05384615384615399,5.0,0.35714285714285715,-0.05384615384615399,auto_010,1240190483
66,56-66,-6.0,0.2857142857142857,60-66,-0.2333333333333334,6.0,0.2857142857142857,0.2333333333333334,auto_010,1240190483
67,67-76,-6.0,0.25,67-84,-0.11688311688311659,6.0,0.25,0.11688311688311659,auto_010,1240190483
68,52-68,-6.0,1.0,52-68,-0.6000000000000001,6.0,1.0,0.6000000000000001,auto_010,1240190483
69,54-69,-8.0,0.4,54-69,-0.08888888888888857,8.0,0.4,0.08888888888888857,auto_010,1240190483
70,70-79,-11.0,0.4782608695652174,70-79,-0.1499999999999999,11.0,0.4782608695652174,0.1499999999999999,auto_010,1240190483
71,71-90,-8.0,0.3076923076923077,71-90,-0.16666666666666674,8.0,0.3076923076923077,0.16666666666666674,auto_010,1240190483
72,41-72,-9.0,0.6,41-72,-0.4722222222222223,9.0,0.6,0.4722222222222223,auto_010,1240190483
73,58-73,-9.0,0.375,58-73,-0.1179487179487182,9.0,0.375,0.1179487179487182,auto_010,1240190483
74,74-96,-4.0,0.4,60-74,-0.016666666666666607,4.0,0.4,0.016666666666666607,auto_010,1240190483
75,50-75,-4.0,0.5714285714285714,50-75,-0.20000000000000018,4.0,0.5714285714285714,0.20000000000000018,auto_010,1240190483
76,57-76,-8.0,0.4,54-76,-0.1215686274509804,8.0,0.4,0.1215686274509804,auto_010,1240190483
77,77-85,-5.0,0.25,76-77,0.07107843137254932,5.0,0.25,-0.07107843137254932,auto_010,1240190483
78,71-78,-5.0,0.19230769230769232,78-91,-0.033333333333333215,5.0,0.19230769230769232,0.033333333333333215,auto_010,1240190483
79,70-79,-11.0,0.4782608695652174,70-79,-0.1499999999999999,11.0,0.4782608695652174,0.1499999999999999,auto_010,1240190483
80,54-80,-10.0,0.45454545454545453,54-80,-0.19999999999999996,10.0,0.45454545454545453,0.19999999999999996,auto_010,1240190483
81,81-86,-1.0,0.1,81-86,0.1333333333333333,1.0,0.1,-0.1333333333333333,auto_010,1240190483
82,76-82,-6.0,0.25,82-84,-0.11688311688311681,6.0,0.25,0.11688311688311681,auto_010,1240190483
83,56-83,-9.0,0.375,83-87,-0.1367521367521365,9.0,0.375,0.1367521367521365,auto_010,1240190483
84,67-84,-5.0,0.35714285714285715,82-84,-0.11688311688311681,5.0,0.35714285714285715,0.11688311688311681,auto_010,1240190483
85,62-85,-6.0,0.4,62-85,-0.1428571428571428,6.0,0.4,0.1428571428571428,auto_010,1240190483
86,54-86,-8.0,0.4,54-86,-0.13333333333333308,8.0,0.4,0.13333333333333308,auto_010,1240190483
87,58-87,-6.0,0.3333333333333333,58-87,-0.1367521367521367,6.0,0.3333333333333333,0.1367521367521367,auto_010,1240190483
88,65-88,-5.0,0.35714285714285715,65-88,0.1692307692307694,5.0,0.35714285714285715,-0.1692307692307694,auto_010,1240190483
89,64-89,-5.0,0.35714285714285715,60-89,-0.08333333333333326,5.0,0.35714285714285715,0.08333333333333326,auto_010,1240190483
