actual_tx_ratio,alpha,base_tx_ratio,calibrated_intercept,candidate_id,dynamic_repeat_index,evaluated_on_full,evaluation_phase,mean_VAoI,mean_tail_VAoI,phase,phase_slots,search_probability_mean,topology_index
0.09605999999999999,1.2,0.1,-2.7024993896484375,20,1,True,full,7.918092121212121,20.551983838383844,coarse,500,0.09440893219526973,5
0.10396000000000001,1.2,0.1,-2.7024993896484375,20,0,True,full,6.935048282828286,17.94495757575757,coarse,500,0.1052118920715481,6
0.10460000000000001,1.2,0.1,-2.7024993896484375,20,1,True,full,6.839330101010104,17.671268686868693,coarse,500,0.1052118920715481,6
0.09971999999999999,1.2,0.1,-2.7024993896484375,20,0,True,full,7.635212929292932,19.785587878787883,coarse,500,0.10001614896913404,7
0.09954,1.2,0.1,-2.7024993896484375,20,1,True,full,7.628413131313136,19.86478787878787,coarse,500,0.10001614896913404,7
0.0959,1.2,0.1,-2.7024993896484375,20,0,True,full,7.6501602020202055,20.237187878787882,coarse,500,0.09808015362558618,8
0.09368,1.2,0.1,-2.7024993896484375,20,1,True,full,7.52767111111111,20.335313131313146,coarse,500,0.09808015362558618,8
0.09844,1.2,0.1,-2.7024993896484375,20,0,True,full,9.024116565656566,22.888682828282835,coarse,500,0.09843331845910187,9
0.09699999999999999,1.2,0.1,-2.7024993896484375,20,1,True,full,9.42210545454545,24.723793939393936,coarse,500,0.09843331845910187,9
0.10512,1.2,0.1,-2.7024993896484375,20,0,True,full,6.632451111111108,17.45121212121211,coarse,500,0.10401277904412753,10
0.105,1.2,0.1,-2.7024993896484375,20,1,True,full,6.741193939393939,17.910238383838387,coarse,500,0.10401277904412753,10
0.09992000000000001,1.2,0.1,-2.7024993896484375,20,0,True,full,8.131536969696961,21.895090909090914,coarse,500,0.09889687980997326,11
0.1005,1.2,0.1,-2.7024993896484375,20,1,True,full,8.061487272727264,21.378892929292928,coarse,500,0.09889687980997326,11
0.10460000000000001,1.2,0.1,-2.7024993896484375,20,0,True,full,7.818104242424241,20.16354747474746,coarse,500,0.1040400660856092,12
0.10253999999999999,1.2,0.1,-2.7024993896484375,20,1,True,full,7.802757777777773,20.255018181818173,coarse,500,0.1040400660856092,12
0.09960000000000001,1.2,0.1,-2.7024993896484375,20,0,True,full,7.091287474747476,18.715939393939387,coarse,500,0.09905044459770275,13
0.09966,1.2,0.1,-2.7024993896484375,20,1,True,full,7.241385252525251,19.191410101010106,coarse,500,0.09905044459770275,13
0.1013,1.2,0.1,-2.7024993896484375,20,0,True,full,7.77535191919193,20.605179797979794,coarse,500,0.10168677735860171,14
0.10382,1.2,0.1,-2.7024993896484375,20,1,True,full,7.411364242424247,19.159288888888888,coarse,500,0.10168677735860171,14
0.10217999999999999,1.2,0.1,-2.7024993896484375,20,0,True,full,7.021411313131308,18.150682828282832,coarse,500,0.10117428785268469,15
0.09971999999999999,1.2,0.1,-2.7024993896484375,20,1,True,full,7.190233939393935,18.395579797979796,coarse,500,0.10117428785268469,15
0.09698000000000001,1.2,0.1,-2.7024993896484375,20,0,True,full,7.349234949494955,19.26750303030305,coarse,500,0.09549706369263213,16
0.0958,1.2,0.1,-2.7024993896484375,20,1,True,full,7.074280000000001,18.49425454545456,coarse,500,0.09549706369263213,16
0.09885999999999999,1.2,0.1,-2.7024993896484375,20,0,True,full,7.096104040404045,18.794383838383833,coarse,500,0.10056717740143827,17
0.09880000000000001,1.2,0.1,-2.7024993896484375,20,1,True,full,6.810300202020208,17.642646464646454,coarse,500,0.10056717740143827,17
0.10321999999999999,1.2,0.1,-2.7024993896484375,20,0,True,full,7.210254545454547,18.993406060606052,coarse,500,0.10274555479978666,18
0.10048,1.2,0.1,-2.7024993896484375,20,1,True,full,7.840636767676771,20.451418181818177,coarse,500,0.10274555479978666,18
0.09332000000000001,1.2,0.1,-2.7024993896484375,20,0,True,full,7.491071515151512,19.578735353535354,coarse,500,0.09590144457908481,19
0.09539999999999998,1.2,0.1,-2.7024993896484375,20,1,True,full,7.6519529292929205,19.75239191919194,coarse,500,0.09590144457908481,19
