candidate_id,phase,evaluation_phase,base_tx_ratio,alpha,calibrated_intercept,calibration_probability_mean,search_probability_mean,actual_tx_ratio,mean_VAoI,mean_tail_VAoI,constraint_feasible,coarse_rank_within_alpha,evaluated_on_full,pruned_after_coarse,phase_slots,rank,selected
23,coarse,coarse,0.05,1.5,-3.607666015625,0.04999919508831762,0.04991882138705602,0.05090496212121213,8.990124361184455,21.600787430733423,True,5,False,True,200,47,False
16,coarse,coarse,0.05,1.2,-3.465911865234375,0.05000006784091308,0.049948123783619056,0.05086070707070708,9.085942177434186,21.526368601122243,True,5,False,True,200,48,False
9,coarse,coarse,0.05,1.0,-3.37396240234375,0.04999942026409038,0.04996345540594056,0.05087568181818182,9.152185062277633,21.634003722441392,True,5,False,True,200,49,False
2,coarse,coarse,0.05,0.5,-3.15289306640625,0.05000037369142952,0.04999225830105983,0.05100435606060606,9.260995432977866,21.634271094532664,True,5,False,True,200,50,False
22,coarse,coarse,0.037500000000000006,1.5,-3.91009521484375,0.037500898501700346,0.037438496321257536,0.03832909090909091,10.621164672973995,23.709448634635585,True,6,False,True,200,51,False
29,coarse,coarse,0.037500000000000006,1.8,-4.05718994140625,0.03750049288282003,0.03741268487110138,0.038032891414141415,10.680314631174754,23.90623169913218,True,6,False,True,200,52,False
15,coarse,coarse,0.037500000000000006,1.2,-3.76776123046875,0.03749920323937,0.037458769219726684,0.03831662878787879,10.787507335730764,23.83806449906921,True,6,False,True,200,53,False
8,coarse,coarse,0.037500000000000006,1.0,-3.6754150390625,0.03750079238429731,0.03747274298374646,0.03827852272727273,10.809894553423376,23.833355971477424,True,6,False,True,200,54,False
1,coarse,coarse,0.037500000000000006,0.5,-3.453857421875,0.03749908670438426,0.03749271140615651,0.03821477272727273,11.006835279915002,24.019299439236157,True,6,False,True,200,55,False
21,coarse,coarse,0.025,1.5,-4.3302001953125,0.02500038298966522,0.024957364246193037,0.02545150252525253,13.021032350949252,25.706851195100434,True,7,False,True,200,56,False
28,coarse,coarse,0.025,1.8,-4.4781494140625,0.024999630278347035,0.024939263461168246,0.025425820707070706,13.041703436131431,25.74666111857949,True,7,False,True,200,57,False
14,coarse,coarse,0.025,1.2,-4.18719482421875,0.024999724261455435,0.02497177541355583,0.02529119949494949,13.077534721528673,25.755166066589766,True,7,False,True,200,58,False
7,coarse,coarse,0.025,1.0,-4.09454345703125,0.02499992600604579,0.024980502356925963,0.025409141414141412,13.085582445017831,25.748723147160042,True,7,False,True,200,59,False
0,coarse,coarse,0.025,0.5,-3.87237548828125,0.025000056653539035,0.024995610615580154,0.025347613636363637,13.377587560180597,26.084010143070014,True,7,False,True,200,60,False
