checkpoint_episode,scenario_id,policy,n_nodes,slots,update_probability,target_tx_ratio,matched_rate_probability,policy_probability,mean_VAoI,actual_tx_ratio,action_prob_mean,action_prob_std,action_prob_min,action_prob_p10,action_prob_p50,action_prob_p90,action_prob_max,action_prob_node_std_mean,action_prob_global_std,action_prob_per_node_mean_std,topology,model,node_count
190,n110_s01,matched_random,110,200,0.2,0.1,0.11644593626260757,0.11644593626260757,7.651940783986657,0.11395454545454546,0.11644592136144638,1.4901161193847656e-08,0.11644593626260757,0.11644593626260757,0.11644593626260757,0.11644593626260757,0.11644593626260757,2.9802322387695312e-08,1.4901161193847656e-08,2.9802322387695312e-08,community,cross_model,110
190,n110_s02,nn,110,200,0.2,0.1,0.12065345048904419,0.12065345048904419,5.274389074228521,0.12363636363636363,0.12065345048904419,0.0806661918759346,0.021563023328781128,0.03822310864925385,0.09748512506484985,0.23622882664203648,0.4034443795681,0.07938430458307266,0.0806661918759346,0.025982161983847618,community,cross_model,110
190,n110_s02,matched_random,110,200,0.2,0.1,0.12065345048904419,0.12065345048904419,7.215355713094244,0.12168181818181818,0.1206534281373024,2.2351741790771484e-08,0.12065345048904419,0.12065345048904419,0.12065345048904419,0.12065345048904419,0.12065345048904419,3.725290298461914e-08,2.2351741790771484e-08,7.450580596923828e-09,community,cross_model,110
190,n110_s03,nn,110,200,0.2,0.1,0.11215150356292725,0.11215150356292725,6.160107589658046,0.11140909090909092,0.11215150356292725,0.07299459725618362,0.02151837944984436,0.03308546841144562,0.09500378370285034,0.2154740750789642,0.33380207419395447,0.07164616882801056,0.07299459725618362,0.02130507491528988,community,cross_model,110
190,n110_s03,matched_random,110,200,0.2,0.1,0.11215150356292725,0.11215150356292725,7.9848590492076745,0.11318181818181818,0.11215150356292725,0.0,0.11215150356292725,0.11215150356292725,0.11215150356292725,0.11215150356292725,0.11215150356292725,2.2351741790771484e-08,0.0,1.4901161193847656e-08,community,cross_model,110
190,n110_s04,nn,110,200,0.2,0.1,0.11869437992572784,0.11869437992572784,5.268716847372811,0.11495454545454545,0.11869437992572784,0.07724319398403168,0.021454721689224243,0.03579208552837372,0.09860372543334961,0.22986338436603548,0.40308207273483276,0.07591738551855087,0.07724319398403168,0.02206110768020153,community,cross_model,110
190,n110_s04,matched_random,110,200,0.2,0.1,0.11869437992572784,0.11869437992572784,6.286114678899082,0.12113636363636363,0.11869439482688904,1.4901161193847656e-08,0.11869437992572784,0.11869437992572784,0.11869437992572784,0.11869437992572784,0.11869437992572784,0.0,1.4901161193847656e-08,0.0,community,cross_model,110
190,n120_s00,nn,120,200,0.2,0.1,0.11395076662302017,0.11395076662302017,5.944904061624649,0.11674999999999999,0.11395076662302017,0.07556632161140442,0.02156040072441101,0.03405344784259796,0.0928204208612442,0.21781079471111306,0.40299898386001587,0.07412490248680115,0.07556632161140442,0.02220938168466091,community,cross_model,120
190,n120_s00,matched_random,120,200,0.2,0.1,0.11395076662302017,0.11395076662302017,7.570221988795523,0.115,0.11395075172185898,1.4901161193847656e-08,0.11395076662302017,0.11395076662302017,0.11395076662302017,0.11395076662302017,0.11395076662302017,1.4901161193847656e-08,1.4901161193847656e-08,0.0,community,cross_model,120
190,n120_s01,nn,120,200,0.2,0.1,0.11626400798559189,0.11626400798559189,5.710589285714288,0.11495833333333333,0.11626400798559189,0.07567405700683594,0.021555334329605103,0.03592856526374817,0.09728917479515076,0.22310476899147036,0.34502649307250977,0.07444417476654053,0.07567405700683594,0.022028736770153046,community,cross_model,120
190,n120_s01,matched_random,120,200,0.2,0.1,0.11626400798559189,0.11626400798559189,7.362160714285713,0.11758333333333333,0.11626400053501129,7.450580596923828e-09,0.11626400798559189,0.11626400798559189,0.11626400798559189,0.11626400798559189,0.11626400798559189,1.4901161193847656e-08,7.450580596923828e-09,7.450580596923828e-09,community,cross_model,120
190,n120_s02,nn,120,200,0.2,0.1,0.12134772539138794,0.12134772539138794,5.73907983193277,0.12258333333333334,0.12134772539138794,0.08126239478588104,0.021552354097366333,0.03755738735198975,0.09615780413150787,0.23697759807109856,0.40307629108428955,0.07988730072975159,0.08126239478588104,0.026191771030426025,community,cross_model,120
190,n120_s02,matched_random,120,200,0.2,0.1,0.12134772539138794,0.12134772539138794,7.43414180672269,0.12279166666666666,0.12134769558906555,2.9802322387695312e-08,0.12134772539138794,0.12134772539138794,0.12134772539138794,0.12134772539138794,0.12134772539138794,2.9802322387695312e-08,2.9802322387695312e-08,0.0,community,cross_model,120
190,n120_s03,nn,120,200,0.2,0.1,0.12085455656051636,0.12085455656051636,5.749504901960783,0.12025,0.12085455656051636,0.07985815405845642,0.02159416675567627,0.03816413879394531,0.09838102757930756,0.23754926621913913,0.40337231755256653,0.07842657715082169,0.07985815405845642,0.02429480478167534,community,cross_model,120
190,n120_s03,matched_random,120,200,0.2,0.1,0.12085455656051636,0.12085455656051636,7.805809873949578,0.120625,0.12085458636283875,2.9802322387695312e-08,0.12085455656051636,0.12085455656051636,0.12085455656051636,0.12085455656051636,0.12085455656051636,2.9802322387695312e-08,2.9802322387695312e-08,0.0,community,cross_model,120
190,n120_s04,nn,120,200,0.2,0.1,0.11697597056627274,0.11697597056627274,5.954421918767507,0.120125,0.11697597056627274,0.07755275070667267,0.021535873413085938,0.035595649480819704,0.09499327838420868,0.22298289835453036,0.4033163785934448,0.07631537318229675,0.07755275070667267,0.02347778156399727,community,cross_model,120
190,n120_s04,matched_random,120,200,0.2,0.1,0.11697597056627274,0.11697597056627274,7.598095588235297,0.11820833333333333,0.11697599291801453,2.2351741790771484e-08,0.11697597056627274,0.11697597056627274,0.11697597056627274,0.11697597056627274,0.11697597056627274,2.2351741790771484e-08,2.2351741790771484e-08,1.4901161193847656e-08,community,cross_model,120
190,n130_s00,nn,130,200,0.2,0.1,0.12064947187900543,0.12064947187900543,6.146970781156828,0.1215,0.12064947187900543,0.08047810941934586,0.021523594856262207,0.03802271485328674,0.09618692100048065,0.22811665534973158,0.40350258350372314,0.07920163869857788,0.08047810941934586,0.02620038576424122,community,cross_model,130
190,n130_s00,matched_random,130,200,0.2,0.1,0.12064947187900543,0.12064947187900543,7.825406976744185,0.11523076923076923,0.12064947187900543,0.0,0.12064947187900543,0.12064947187900543,0.12064947187900543,0.12064947187900543,0.12064947187900543,7.450580596923828e-09,0.0,7.450580596923828e-09,community,cross_model,130
