model,model_label,panel,slot,node,node_min_curvature,broadcast_probability
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,90,-6.0,0.08873799443244934
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,91,-1.0,0.07007399201393127
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,91,-1.0,0.07007399201393127
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,92,-8.0,0.10048139095306396
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,92,-8.0,0.10048139095306396
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,93,-17.0,0.15942996740341187
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,93,-17.0,0.15942996740341187
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,94,-6.0,0.08873799443244934
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,94,-6.0,0.08873799443244934
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,95,-9.0,0.12870299816131592
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,95,-9.0,0.12870299816131592
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,96,-6.0,0.08496202528476715
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,96,-6.0,0.08496202528476715
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,97,-9.0,0.09216555207967758
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,97,-9.0,0.09216555207967758
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,98,-5.0,0.08222630620002747
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,98,-5.0,0.08222630620002747
v35_curvature_stage1_only,Curvature Stage-1-only,random_slot,246,99,-19.0,0.14199241995811462
v35_curvature_stage1_only,Curvature Stage-1-only,mean_500_slots,all,99,-19.0,0.14199241995811462
